,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
3578,Steve Miner,242,87,49,59.0,Adrienne King,309.0,19100000,Betsy Palmer,Friday the 13th Part 2,39690,707,Amy Steel,0,"ice pick,jason voorhees,lake,pitchfork,shack",http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,English,USA,R,1250000,1981,121.0,6.1,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3579,Youssef Delara,16,80,8,183.0,Jenni Rivera,2000.0,2833383,Noel Gugliemi,Filly Brown,910,2459,Jorge Diaz,1,,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,English,USA,R,427000,2012,245.0,5.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3580,Steven Soderbergh,58,100,0,65.0,Laura San Giacomo,828.0,24741700,Peter Gallagher,"Sex, Lies, and Videotape",37785,1431,Steven Brill,2,"affair,interview,marriage,sex,videotape",http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,English,USA,R,1200000,1989,531.0,7.2,1.85,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3581,James Wan,287,103,0,651.0,Monica Potter,2000.0,55153403,Michael Emerson,Saw,299127,5161,Shawnee Smith,0,"chained,flashback,killer,serial killer,surprise ending",http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,English,USA,R,1200000,2004,878.0,7.7,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3582,Jay Chandrasekhar,100,100,422,422.0,Daniel von Bargen,816.0,18488314,Geoffrey Arend,Super Troopers,76151,2893,Jay Chandrasekhar,0,"drugs,highway,police,state trooper,vermont",http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,English,USA,R,1200000,2001,577.0,7.1,1.85,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3583,Scott Derrickson,276,104,301,71.0,Jon Hamm,18000.0,79363785,Keanu Reeves,The Day the Earth Stood Still,139426,22194,Juan Riedinger,0,"alien,earth,giant robot,military,scientist",http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,USA,PG-13,80000000,2008,4000.0,5.5,2.35,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3584,Mira Nair,137,114,300,73.0,Randeep Hooda,307.0,13876974,Naseeruddin Shah,Monsoon Wedding,19397,809,Lillete Dubey,0,"arranged marriage,bride,celebration,marriage,wedding",http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,Hindi,India,R,7000000,2001,209.0,7.4,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3585,Kenneth Lonergan,122,111,50,612.0,Rory Culkin,2000.0,9180275,Matthew Broderick,You Can Count on Me,22145,4288,Gaby Hoffmann,0,"bank,car accident,cheating husband,new york,single mother",http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,English,USA,R,1200000,2000,710.0,7.7,1.85,756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3586,Paul McGuigan,202,110,118,1000.0,Morgan Freeman,13000.0,22494487,Bruce Willis,Lucky Number Slevin,262160,26451,Dorian Missick,3,"coroner,death,gay son,love,mistaken identity",http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,English,Germany,R,27000000,2006,11000.0,7.8,2.35,10000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3587,Jamie Babbit,99,85,91,849.0,Clea DuVall,1000.0,2199853,Natasha Lyonne,But I'm a Cheerleader,19986,4289,Eddie Cibrian,1,"cheerleader,gay,homosexual,lesbian,lesbian relationship",http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,English,USA,R,1200000,1999,1000.0,6.6,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3588,David Boyd,10,113,29,449.0,Drew Waters,890.0,2859955,Vivica A. Fox,Home Run,2417,2681,Scott Elrod,2,"addiction,alcoholic,baseball,car accident,reference to god",http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,English,USA,PG-13,1200000,2013,848.0,6.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3589,Quentin Tarantino,173,99,16000,455.0,Steve Buscemi,16000.0,2812029,Quentin Tarantino,Reservoir Dogs,664719,28994,Chris Penn,0,"gang,heist,heist gone wrong,nonlinear timeline,robbery",http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,English,USA,R,1200000,1992,12000.0,8.4,2.35,19000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3590,Sergio Leone,181,142,0,24.0,Luigi Pistilli,16000.0,6100000,Clint Eastwood,"The Good, the Bad and the Ugly",503509,16089,Enzo Petito,3,"civil war,hitman,outlaw,shootout,spaghetti western",http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,Italian,Italy,Approved,1200000,1966,34.0,8.9,2.35,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3591,Anna Muylaert,111,112,9,4.0,Regina Casé,61.0,375723,Alex Huszar,The Second Mother,7025,76,Luis Miranda,1,"brazil,exam,housekeeper,northeast region of brazil,portuguese language",http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,Portuguese,Brazil,R,4000000,2015,9.0,7.9,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3592,Steve Taylor,38,108,14,274.0,Marshall Allman,1000.0,594904,Jason Marsden,Blue Like Jazz,2582,1805,Eric Lange,0,"church,college,color in title,philosophy,texas",http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,English,USA,PG-13,1200000,2012,330.0,6.0,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3593,Kurt Voss,12,88,0,3.0,Coyote Shivers,268.0,58936,Lemmy,Down and Out with the Dolls,91,318,Zoë Poledouris,0,"female bassist,female drummer,female guitarist,female singer,portland oregon",http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,English,USA,R,1200000,2001,44.0,6.1,1.78,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3594,Rob Bowman,9,91,38,117.0,Jacob Vargas,584.0,2850263,Alanna Ubach,Airborne,5061,1218,Brittney Powell,0,"cincinnati ohio,high school,hockey,jock strap,zoologist",http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,English,USA,PG,2600000,1993,399.0,6.2,1.85,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3595,Rob McKittrick,91,94,6,804.0,Dane Cook,16000.0,16101109,Ryan Reynolds,Waiting...,76467,19957,Vanessa Lengies,3,"cook,dishwasher,flashing,male frontal nudity,waiter",http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,English,USA,R,3000000,2005,1000.0,6.8,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,Shane Meadows,99,90,222,68.0,Gary Stretch,680.0,6013,Paddy Considine,Dead Man's Shoes,39929,1311,George Newton,0,"anger,army veteran,independent film,revenge,sex scene",http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,English,UK,,695393,2004,404.0,7.7,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3597,Jeff Burr,57,92,155,147.0,Clu Gulager,448.0,1400000,Terry Kiser,From a Whisper to a Scream,1324,1329,Susan Tyrrell,0,"bathtub,cult film,neck breaking,tennessee,wraparound story",http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,English,USA,R,1100000,1987,426.0,5.9,1.85,241,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3598,Guy Maddin,58,73,126,3.0,CindyMarie Small,14.0,39659,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary,1555,21,Brent Neale,1,"ballet,cult film,dance,dracula,gothic",http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,English,Canada,,1600000,2002,4.0,7.0,1.85,131,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3599,Panos Cosmatos,97,110,22,48.0,Marilyn Norry,434.0,56129,Chris Gauthier,Beyond the Black Rainbow,6555,645,Eva Bourne,1,"exploitation,four word title,hallucinogen,lynchian,telepathy",http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,English,Canada,R,1100000,2010,95.0,6.1,2.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,Gareth Evans,481,102,338,60.0,Yayan Ruhian,1000.0,4105123,Iko Uwais,The Raid: Redemption,148221,1445,Donny Alamsyah,0,"apartment,drug lord,gangster,police,swat team",http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,Indonesian,Indonesia,R,1100000,2011,342.0,7.6,1.85,51000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3601,John G. Avildsen,141,145,80,794.0,Burgess Meredith,13000.0,117235247,Sylvester Stallone,Rocky,375240,16094,Carl Weathers,0,"boxer,hometown hero,philadelphia pennsylvania,protective male,training",http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,English,USA,PG,960000,1976,1000.0,8.1,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3602,John Carpenter,212,89,0,606.0,Hal Holbrook,2000.0,21378000,Jamie Lee Curtis,The Fog,46493,4878,Janet Leigh,0,"california,fog,leper,lighthouse,ship",http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,USA,R,1000000,1980,826.0,6.8,2.35,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3603,Levan Gabriadze,270,83,6,142.0,Renee Olstead,707.0,31537320,Shelley Hennig,Unfriended,44329,1565,Heather Sossaman,0,"blender,computer screen,secret,skype,webcam",http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,English,USA,R,1000000,2014,305.0,5.7,1.85,13000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3604,Joe Dante,161,91,287,725.0,Robert Picardo,1000.0,17986000,Patrick Macnee,The Howling,22773,4438,Dee Wallace,0,"1980s,forest,lycanthrope,shapeshifting,werewolf transformation",http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,English,USA,R,1000000,1981,823.0,6.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3605,Terence Young,184,110,92,177.0,Jack Lord,650.0,16067035,Ursula Andress,Dr. No,116642,1421,Lois Maxwell,4,"british secret service,hand to hand combat,murder,official james bond series,terrorist plot",http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,English,UK,Approved,1100000,1962,275.0,7.3,1.37,5000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,Bradley Parker,270,86,18,300.0,Ingrid Bolsø Berdal,1000.0,18112929,Jesse McCartney,Chernobyl Diaries,52642,2665,Jonathan Sadowski,0,"abandoned building,chernobyl disaster,exploration,tour guide,van",http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,English,USA,R,1000000,2012,466.0,5.0,1.85,24000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3607,Clive Barker,203,86,385,100.0,Ashley Laurence,266.0,14564027,Andrew Robinson,Hellraiser,76407,673,Clare Higgins,0,"blood,cenobites,creature,demon,male full frontal nudity",http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,English,UK,R,1000000,1987,209.0,7.0,1.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3608,Harold Cronk,29,120,18,295.0,Robin Givens,634.0,20773070,Benjamin A. Onyango,God's Not Dead 2,4501,1810,Maria Canals-Barrera,11,"alternate universe,christian,christian film,christianity,manipulation",http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,English,USA,PG,5000000,2016,420.0,3.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3609,Jeff Wadlow,137,90,65,683.0,Gary Cole,1000.0,10042266,Julian Morris,Cry_Wolf,23021,3155,Lindy Booth,0,"e mail,game,school,serial killer,student",http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,English,USA,PG-13,1000000,2005,989.0,5.9,2.35,816,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3610,Takao Okawara,107,99,2,3.0,Naomi Nishida,43.0,10037390,Hiroshi Abe,Godzilla 2000,5442,53,Sakae Kimura,0,"godzilla,kaiju,monster,orga,ufo",http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,Japanese,Japan,PG,1000000000,1999,3.0,6.0,2.35,339,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3611,Derek Cianfrance,377,112,310,616.0,Mike Vogel,33000.0,9701559,Ryan Gosling,Blue Valentine,141425,35941,John Doman,0,"dog hit by a car,dysfunctional family,falling in love,female in shower,unhappily married woman",http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,English,USA,R,3500000,2010,2000.0,7.4,1.66,25000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3612,Duncan Tucker,169,103,2,226.0,Felicity Huffman,2000.0,9013113,Kevin Zegers,Transamerica,36321,3192,Paul Borghese,2,"bail,male full frontal nudity,sex change,stepfather,transsexual",http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,English,USA,R,1000000,2005,508.0,7.4,1.85,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3613,William Brent Bell,225,83,19,128.0,Claudiu Trandafir,403.0,53245055,Fernanda Andrade,The Devil Inside,30570,988,Brian Johnson,0,"critically bashed,demonic possession,exorcism,exorcist,found footage",http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,English,USA,R,1000000,2012,169.0,4.2,1.85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3614,Russ Meyer,101,109,199,44.0,Cynthia Myers,503.0,9000000,Charles Napier,Beyond the Valley of the Dolls,7584,731,Harrison Page,8,"band,drugs,friendship,hollywood,satire",http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,English,USA,X,900000,1970,46.0,6.2,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3615,Eli Roth,285,100,0,389.0,Richard Burgi,640.0,7186670,Daryl Sabara,The Green Inferno,21468,2082,Magda Apanowicz,0,"activist,amazon,color in title,rain,rain forest",http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,English,USA,R,6000000,2013,550.0,5.4,2.35,12000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3616,Ben Lewin,337,95,20,365.0,Adam Arkin,422.0,5997134,W. Earl Brown,The Sessions,36381,1899,Rhea Perlman,3,"falling in love,iron lung,priest,sex surrogate,therapist",http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,English,USA,R,1000000,2012,374.0,7.2,1.85,11000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3617,Brad Anderson,38,104,122,458.0,Callie Thorne,22000.0,3386698,Philip Seymour Hoffman,Next Stop Wonderland,4195,23461,Holland Taylor,1,"love,marine biologist,nurse,personal ad,plumber",http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,English,USA,R,1000000,1998,472.0,6.7,1.85,392,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3618,Jason Reitman,387,96,655,973.0,Jennifer Garner,24000.0,143492840,J.K. Simmons,Juno,414345,28817,Rainn Wilson,0,"adoption,baby,friend,pregnancy,school",http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,English,USA,PG-13,7500000,2007,3000.0,7.5,1.85,10000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3619,Courtney Hunt,181,97,33,229.0,Michael O'Keefe,496.0,2508841,Charlie McDermott,Frozen River,21746,994,Misty Upham,1,"border,mohawk,money,new york,river",http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,English,USA,R,1000000,2008,238.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3620,Morgan Neville,149,91,9,13.0,Lou Adler,130.0,4946250,Sheryl Crow,20 Feet from Stardom,9540,198,Merry Clayton,0,"backup singer,band,bechdel test passed,concert footage,singer",http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,English,USA,PG-13,1000000,2013,19.0,7.4,1.78,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3621,James Toback,54,84,56,13.0,Natasha Gregson Wagner,21000.0,1950218,Robert Downey Jr.,Two Girls and a Guy,5933,21124,Angel David,3,"actor,anilingus,double cross,funeral home,two timing",http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,English,USA,R,1000000,1997,104.0,5.6,1.85,387,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3622,Nicole Holofcener,18,86,132,584.0,Anne Heche,778.0,1277257,Kevin Corrigan,Walking and Talking,2629,2400,Vincent Pastore,2,"briefs,cancer,cat,cult film,friend",http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,English,UK,R,1000000,1996,695.0,6.8,1.85,227,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3623,Peter Cattaneo,122,91,11,121.0,Mark Addy,1000.0,45857453,Tom Wilkinson,The Full Monty,82232,2323,Lesley Sharp,3,"dole,male stripper,northern england,steel worker,unemployment",http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,English,UK,R,3500000,1997,891.0,7.2,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3624,Chris Paine,87,92,2,5.0,Phyllis Diller,783.0,1677838,Ed Begley Jr.,Who Killed the Electric Car?,11283,1447,Colette Divine,0,"california,car,reference to ralph nader,technology,u.s. president",http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,English,USA,PG,1000000,2006,659.0,7.7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3625,Greg Berlanti,51,94,112,428.0,Nia Long,1000.0,1744858,Justin Theroux,The Broken Hearts Club: A Romantic Comedy,6084,3085,Mary McCormack,1,"friend,gay,lesbian,photographer,restaurant",http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,English,USA,R,1000000,2000,826.0,7.0,2.35,671,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3626,Rob Letterman,218,103,11,543.0,Dylan Minnette,2000.0,80021740,Odeya Rush,Goosebumps,47988,5497,Ken Marino,4,"based on book,blob,ferris wheel,manuscript,monster",http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,English,USA,PG,58000000,2015,1000.0,6.4,2.35,35000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3627,Marc Levin,16,100,12,6.0,Saul Williams,245.0,982214,Sonja Sohn,Slam,1976,295,Bonz Malone,0,"gang,independent film,prison,racial slur,urban setting",http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,English,USA,R,1000000,1998,38.0,7.2,1.85,603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3628,Richard Dutcher,12,119,13,25.0,Frank Gerrish,957.0,798341,Wilford Brimley,Brigham City,983,1107,Rick Macy,0,"fbi agent,mormon,prayer,sheriff,utah",http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,63,English,USA,PG-13,1000000,2001,81.0,7.2,1.85,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3629,Khalid Mohamed,1,167,10,97.0,Manoj Bajpayee,353.0,610991,Karisma Kapoor,Fiza,2715,773,Jaya Bhaduri,3,"mumbai riots,politician,riot,suicide,tragic event",http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,Hindi,India,,1000000,2000,186.0,6.2,2.35,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3630,Trey Parker,59,92,406,194.0,Dian Bachar,406.0,582024,Trey Parker,Orgazmo,30396,904,Matt Stone,0,"book of mormon,fight,mormon,ray gun,sidekick",http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,168,English,USA,NC-17,1000000,1997,203.0,6.2,1.85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,David Gordon Green,88,108,234,463.0,Paul Schneider,11000.0,548712,Zooey Deschanel,All the Real Girls,9233,12385,Shea Whigham,0,"best friend,lake,love,small town,womanizer",http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,English,USA,R,2500000,2003,552.0,6.9,2.35,571,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3632,Finn Taylor,28,97,4,301.0,Cathy Moriarty,611.0,464655,David Arquette,Dream with the Fishes,1524,1692,Kathryn Erbe,0,"dying,to do list,twenty something,underwear,voyeur",http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29,English,USA,R,1000000,1997,394.0,7.0,1.85,166,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3633,Karen Moncrieff,44,88,22,275.0,Agnes Bruckner,638.0,464126,Frances Fisher,Blue Car,3142,1641,A.J. Buckley,0,"contest,poetry,refusing to eat,starving oneself,teenage girl",http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68,English,USA,R,1000000,2002,400.0,6.7,1.85,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3634,Goran Dukic,117,88,21,772.0,Patrick Fugit,1000.0,104077,Leslie Bibb,Wristcutters: A Love Story,46076,4720,Chase Ellison,2,"afterlife,camping,death,hitchhiker,suicide",http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88,English,USA,R,1000000,2006,835.0,7.4,1.78,11000,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3635,Efram Potelle,29,79,2,551.0,Elden Henson,855.0,279282,Shiri Appleby,The Battle of Shaker Heights,3806,2489,Kathleen Quinlan,2,"bully comeuppance,high school,painter,reference to led zeppelin,wetting pants",http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,English,USA,PG-13,1000000,2003,577.0,6.1,1.85,150,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3636,Peter Jackson,308,135,0,310.0,AJ Michalka,873.0,43982842,Michael Imperioli,The Lovely Bones,125114,2369,Tom McCarthy,1,"1970s,afterlife,heaven,pedophile,rape",http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593,English,USA,PG-13,65000000,2009,559.0,6.7,2.35,16000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3637,Joshua Oppenheimer,248,96,50,0.0,Herman Koto,3.0,484221,Anwar Congo,The Act of Killing,23836,6,Syamsul Arifin,1,"death squad,mass killing,musical number,reference to guantanamo bay,surrealism",http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,Indonesian,UK,Not Rated,1000000,2012,3.0,8.2,1.85,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3638,Alex Gibney,84,53,141,23.0,George W. Bush,141.0,274661,Alex Gibney,Taxi to the Dark Side,10564,313,Greg D'Agostino,0,"afghanistan,detainee,guantanamo bay,taxi,torture",http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,English,USA,R,1000000,2007,125.0,7.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3639,Paul Crowder,40,97,10,5.0,Marv Albert,102.0,144431,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1290,118,Ahmet Ertegun,0,"new york,new york cosmos,professional sports,soccer,soccer team",http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13,English,UK,PG-13,1000000,2006,7.0,7.3,1.85,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3640,Anthony Powell,31,91,9,9.0,Tom Hamann,53.0,287761,Josh Swanson,Antarctica: A Year on Ice,2482,86,Anthony Powell,1,antarctica,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,16,English,New Zealand,PG,1000000,2013,24.0,7.6,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3641,Johnny Remo,2,112,74,891.0,Randy Wayne,260000.0,96734,Matthew Ziff,Hardflip,606,263584,Raquel Elizabeth Ames,3,"family relationships,loss of mother,san diego california,single mother,suicide attempt",http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,English,USA,PG-13,1000000,2012,984.0,5.6,1.85,706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3642,Ti West,238,95,243,725.0,Greta Gerwig,969.0,100659,Lena Dunham,The House of the Devil,30160,3833,Dee Wallace,0,"cult film,eclipse,haunted house,lunar eclipse,secret",http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,English,USA,R,900000,2009,962.0,6.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3643,Nick Tomnay,112,93,11,271.0,Clayne Crawford,443.0,48430,David Hyde Pierce,The Perfect Host,20176,1452,Nathaniel Parker,1,"arm tattoo,bank robbery,cauterizing a wound,dancing on a table,dinner party",http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,English,USA,R,500000,2010,298.0,6.8,1.85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
