Name,Rating,Directed By,Runtime,Studio,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count
Equity," R (for language throughout, sexual content, some drug material and violent images)", Jeff Feuerzeig,   110 minutes    , RatPac Documentary Films  ,  78%    ,    97  ,  62%    , 471
Little Men, R (for language throughout), Meera Menon,   100 minutes    , Broad Street Pictures  ,  82%    ,    142  ,  52%    ," 4,797"
Kicks," PG (for thematic elements, smoking and some language)", Ira Sachs,   85 minutes    , Race Point Films  ,  96%    ,    38  ,  63%    ," 7,422"
Florence Foster Jenkins," R (for vioelnce, drug/alcohol use and language throughout, and sexual content - involving teens)", Justin Tipping,   80 minutes    , Animal Kingdom  ,  87%    ,    224  ,  73%    ," 1,981"
Don't Think Twice, PG-13 (for brief suggestive material), Stephen Frears,   110 minutes    , BBC Films  ,  88%    ,    134  ,  68%    ," 16,859"
Slash, R (for language and some drug use), Mike Birbiglia,   92 minutes    , The Film Arcade  ,  98%    ,    24  ,  69%    ," 19,228"
Harry Benson: Shoot First, NR, Clay Liford,   100 minutes    , Arts + Labor  ,  92%    ,    27  ,  57%    , 571
Let's Be Evil, NR," Justin Bare,  Matthew Miele",   87 minutes    , Quixotic Endeavors  ,  85%    ,    13  ,  46%    , 195
The Seasons in Quincy: Four Portraits of John Berger, NR, Owen Martin,   83 minutes    , Posterity Pictures  ,  15%    ,    23  ,  15%    , 221
"Olympic Pride, American Prejudice", NR," Colin MacCabe,  Christopher Roth,  Bartek Dziadosz,  Tilda Swinton",   90 minutes    , Derek Jarman Lab  ,  70%    ,    8  ,  49%    , 90
Ordinary World, NR, Deborah Riley Draper,   90 minutes    , Coffeebluff Pictures  ,  100%    ,    17  ,  47%    , 63
"No Pay, Nudity", NR, Lee Kirk,   87 minutes    , Let It Play  ,  47%    ,    7  ,  47%    , 458
The Possession Experiment, R (for language throughout), Lee Wilkof,   92 minutes    , A Day in the Life Films  ,  71%    ,    5  ,  26%    , 105
Kill Ratio, NR, Scott B. Hansen,   84 minutes    , Digital Thunderdome  ,  20%    ,    5  ,  9%    , 24
Finding Dory, NR, Chantal Akerman,   127 minutes    , Shellac Distribution  ,  85%    ,    326  ,  43%    , 227
Fort Tilden, PG (for mild thematic elements)," Andrew Stanton,  Angus MacLane",   100 minutes    , Walt Disney Pictures/PIXAR  ,  94%    ,    33  ,  84%    ," 181,811"
Odd Brodsky," R (for language, sexual content, some graphic nudity and brief drug use)"," Charles 'Buddy' Rogers,  Sarah-Violet Bliss",   95 minutes    , Orion Releasing LLC.  ,  88%    ,    5  ,  49%    , 496
The BFG, NR, Cindy Baer,   93 minutes    , Free Dream Pictures  ,  100%    ,    293  ,  83%    , 44
Yoga Hosers," PG (for action/peril, some scary moments and brief rude humor)", Steven Spielberg,   115 minutes    , Walt Disney Pictures  ,  75%    ,    60  ,  57%    ," 37,961"
Mechanic: Resurrection," PG-13 (for crude humor, sexual references, comic violence, and brief drug material)", Kevin Smith,   88 minutes    , Invincible Pictures  ,  23%    ,    57  ,  34%    ," 4,600"
Don't Breathe, R (for violence throughout and language), Dennis Gansel,   110 minutes    , Summit Entertainment  ,  32%    ,    227  ,  40%    ," 25,603"
Kubo and the Two Strings," R (for terror, violence, disturbing content, and language including sexual references)", Fede Alvarez,   88 minutes    , Ghost House Pictures  ,  88%    ,    217  ,  78%    ," 40,457"
Pete's Dragon," PG (for thematic elements, scary images, action and peril)", Travis Knight,   101 minutes    , Focus Features  ,  97%    ,    238  ,  86%    ," 35,384"
War Dogs," PG (for action, peril and brief language)", David Lowery,   90 minutes    , Walt Disney Pictures  ,  88%    ,    228  ,  72%    ," 37,134"
Our Little Sister (Umimachi Diary)," R (for language throughout, drug use and some sexual references)", Todd Phillips,   114 minutes    , Warner Bros. Pictures  ,  61%    ,    118  ,  68%    ," 29,123"
Mavis!, PG (for thematic elements and brief language), Hirokazu Koreeda,   128 minutes    , Sony Pictures Classics  ,  94%    ,    32  ,  82%    ," 3,090"
"Lo and Behold, Reveries of the Connected World", NR, Jessica Edwards,   80 minutes    , Film First Co.  ,  97%    ,    140  ,  65%    , 161
Absolutely Fabulous: The Movie, PG-13 (for brief strong language and some thematic elements), Werner Herzog,   98 minutes    , Saville Productions  ,  93%    ,    151  ,  67%    ," 5,966"
The Wild Life," R (for language including sexual references, and some drug use)", Mandie Fletcher,   86 minutes    , DJ Films  ,  58%    ,    58  ,  41%    ," 7,564"
Hands of Stone, PG (for mild action/peril and some rude humor), Vincent Kesteloot,   90 minutes    , StudioCanal  ,  17%    ,    106  ,  28%    ," 2,982"
Hell or High Water, R (for language throughout and some sexuality/nudity), Jonathan Jakubowicz,   105 minutes    , Fuego Films  ,  44%    ,    276  ,  52%    ," 5,265"
Divines," R (for some strong violence, language throughout and brief sexuality)", David Mackenzie,   102 minutes    , Film 44  ,  97%    ,    18  ,  88%    ," 39,883"
Lazy Eye, NR," Romain Compingt,  Malik Rumeau",   105 minutes    , Easy Tiger  ,  83%    ,    12  ,  73%    , 671
Cardboard Boxer, NR, Tim Kirkman,   87 minutes    , T42 Entertainment  ,  67%    ,    8  ,  41%    , 134
Good Kids, NR, Knate Gwaltney,   88 minutes    , Night and Day Pictures  ,  38%    ,    6  ,  54%    , 208
Be My Cat: A Film for Anne," R (for sexual content, language, drug and alcohol use-all involving teens)", Chris McCoy,   90 minutes    , Depth of Field  ,  33%    ,    6  ,  42%    , 399
Life on the Line, NR, Adrian Tofei,   87 minutes    , Terror Films  ,  83%    ,    15  ,  62%    , 69
I.T., R (for some violence/grisly images and brief strong language), David Hackl,   98 minutes    , Marro Films  ,  0%    ,    43  ,  35%    , 405
Blue Jay, NR, John Moore (V) ,   95 minutes    , Voltage Pictures  ,  9%    ,    31  ,  25%    , 781
Army of One, NR, Alexandre Lehmann,   85 minutes    , Duplass Brothers  ,  90%    ,    12  ,  77%    ," 2,367"
The 24 Hour War, R (for language and drug use), Larry Charles,   92 minutes    , Conde Nast Entertainment  ,  25%    ,    6  ,  25%    , 549
I Am Bolt, NR, Papu Curotto,   82 minutes    , Breaking Glass Pictures  ,  100%    ,    13  ,  77%    , 229
Run the Tide, PG (for language and mild thematic elements)," Benjamin Turner,  Gabe Turner",   88 minutes    , Fulwell 73 Productions  ,  85%    ,    11  ,  61%    , 291
Marathon: The Patriots Day Bombing," PG-13 (for thematic content, language and a scene of sexulaity)", Soham Mehta,   100 minutes    , 1821 Pictures  ,  9%    ,    10  ,  51%    , 190
Jianyu (Reign of Assassins), NR," Ricki Stern,  Anne Sundberg",   120 minutes    , HBO Documentary Films  ,  90%    ,    10  ,  86%    , 92
The Lost Bladesman (Guan yun chang), R (for violence)," John Woo,  Chao-Bin Su,  Su Chao-pin",   117 minutes    , The Weinstein Company  ,  70%    ,    7  ,  73%    ," 1,389"
Star Trek Beyond, NR," Alan Mak,  Felix Chong",   109 minutes    , Icon  ,  57%    ,    302  ,  36%    , 931
Sausage Party, PG-13 (for sequences of sci-fi action and violence), Justin Lin,   120 minutes    , Paramount Pictures  ,  86%    ,    230  ,  80%    ," 74,415"
"My Love, Don't Cross That River"," R (for strong crude sexual content, pervasive language, and drug use)"," Conrad Vernon,  Greg Tiernan",   89 minutes    , Sony Pictures  ,  83%    ,    26  ,  50%    ," 64,746"
Deep Web, NR, Jin Mo-young,   86 minutes    , Argus Film Produktie  ,  77%    ,    14  ,  66%    , 482
The Sea of Trees, NR, Alex Winter,   90 minutes    , EPIX  ,  79%    ,    48  ,  71%    , 675
Nine Lives," PG-13 (Mature thematic material, some disturbing images and brief strong language)", Gus Van Sant,   110 minutes    , Waypoint Entertainment  ,  15%    ,    72  ,  42%    ," 2,247"
Band Of Robbers," PG (for thematic elements, language and some rude humor)", Barry Sonnenfeld,   87 minutes    , EuropaCorp  ,  14%    ,    27  ,  41%    ," 10,125"
Christmas Eve, NR," Aaron Nee,  Adam Nee",   95 minutes    , Whitewater Films  ,  78%    ,    10  ,  61%    ," 1,856"
Lucha Mexico," PG (for some peril, thematic elements and language)", Mitch Davis,   95 minutes    , Unstuck  ,  0%    ,    13  ,  53%    , 958
Uncle Nick, NR," Alex Hammond,  Ian Markiewicz",   105 minutes    , Children of Productions  ,  69%    ,    11  ,  62%    , 115
Milton's Secret, NR, Chris Kasick,   93 minutes    , Chris Kasick Company  ,  45%    ,    13  ,  71%    , 296
Imperium," PG (for thematic elements involving bullying and adolescent issues, and for brief language)", Barnet Bain,   89 minutes    , BUCK Productions  ,  38%    ,    71  ,  70%    , 167
Indignation, R (for language throughout), Daniel Ragussis,   108 minutes    , Tycor International Film Company  ,  85%    ,    131  ,  64%    ," 8,648"
Gleason, R (for sexual content and some language), James Schamus,   110 minutes    , Likely Story  ,  82%    ,    68  ,  74%    ," 8,780"
Bad Moms, R (for language), Clay Tweel,   110 minutes    , Dear Rivers Production  ,  96%    ,    166  ,  90%    ," 3,882"
Kickboxer: Vengeance," R (for sexual material, full frontal nudity, language throughout, and drug and alcohol content)"," Jon Lucas,  Scott Moore",   101 minutes    , Block Entertainment  ,  58%    ,    32  ,  63%    ," 41,037"
Tikkun, NR," John Stockwell,  Samuel Cory Timpson",   90 minutes    , Headmon Entertainment & Productions  ,  41%    ,    19  ,  43%    ," 1,108"
The True Memoirs of an International Assassin, NR, Avishai Sivan,   120 minutes    , The Mouth Agape  ,  95%    ,    9  ,  46%    , 206
Anthropoid, NR, Jeff Wadlow,   98 minutes    , Netflix  ,  0%    ,    104  ,  43%    , 912
Operator, R (for violence and some disturbing images), Sean Ellis (II) ,   120 minutes    , LD Entertainment  ,  66%    ,    6  ,  71%    ," 6,534"
My Dead Boyfriend, NR, Logan Kibens,   87 minutes    , The Orchard  ,  100%    ,    11  ,  60%    , 420
The Ivory Game, NR, Werner Herzog,   107 minutes    , Netflix  ,  92%    ,    21  ,  73%    ," 1,004"
Batman: Return Of The Caped Crusaders, NR," Richard Ladkani,  Kief Davidson",   112 minutes    , Netflix  ,  81%    ,    18  ,  74%    , 384
I Am the Pretty Thing That Lives in the House," PG (for action, suggestive material and rude humor)"," William Dozier,  Bill Finger,  Michael Jelenic,  James Tucker",   72 minutes    , Warner Bros. Animation  ,  94%    ,    19  ,  67%    , 476
The Unspoken, NR, Oz Perkins,   87 minutes    , Netflix  ,  58%    ,    10  ,  25%    , 950
Orange Sunshine, NR, Sheldon Wilson,   90 minutes    ," Lighthouse Pictures, Inc.  ",  10%    ,    7  ,  34%    , 111
Ghostbusters, R, Sidney J. Furie,   99 minutes    , Paramount Pictures  ,  33%    ,    378  ,  44%    , 356
Bayou Maharajah, PG-13 (for supernatural action and some crude humor), Paul Feig,   105 minutes    , Sony Pictures  ,  74%    ,    7  ,  50%    ," 119,446"
Alice Through the Looking Glass," PG-13 (for sequences of sci-fi action and destruction, and for some language)", Roland Emmerich,   119 minutes    , 20th Century Fox  ,  29%    ,    252  ,  30%    ," 75,001"
Ice Age: Collision Course, PG (for fantasy action/peril and some language), James Bobin,   108 minutes    , Walt Disney Pictures  ,  29%    ,    118  ,  48%    ," 37,801"
The Legend of Tarzan, PG (for mild rude humor and some action/peril)," Mike Thurmeier,  Galen T. Chu",   100 minutes    , 20th Century Fox  ,  18%    ,    246  ,  39%    ," 33,013"
Schneider vs. Bax," PG-13 (for sequences of action and violence, some sensuality and brief rude dialogue)", David Yates (II),   109 minutes    , Lionsgate Pictures  ,  36%    ,    8  ,  58%    ," 58,172"
Skiptrace, NR, Alex van Warmerdam,   94 minutes    , Graniet Film BV  ,  63%    ,    32  ,  50%    , 122
The Beat Beneath My Feet," PG-13 (for action/violence, some suggestive content, language, brief nudity and drug material)", Renny Harlin,   107 minutes    , Saban Films  ,  38%    ,    8  ,  27%    ," 2,616"
Café Society, NR, John Williams,   92 minutes    , Level 33 Entertainment  ,  50%    ,    251  ,  48%    , 142
Mascots," PG-13 (for some violence, a drug reference, suggestive material and smoking)", Woody Allen,   85 minutes    , Perdido Productions  ,  71%    ,    47  ,  56%    ," 13,711"
Captain Fantastic, NR, Christopher Guest,   120 minutes    , Netflix  ,  49%    ,    222  ,  36%    , 664
Lights Out, R (for language and brief graphic nudity), Matt Ross,   119 minutes    , Electric City Entertainment  ,  82%    ,    175  ,  85%    ," 22,134"
Our Kind of Traitor," PG-13 (for terror throughout, violence including disturbing images, some thematic material and brief drug content)", David F. Sandberg,   81 minutes    , RatPac-Dune Entertainment  ,  76%    ,    139  ,  61%    ," 27,396"
The Apostate (El Apóstata)," R (for violence, language throughout, some sexuality, nudity and brief drug use)", Susanna White,   107 minutes    , Film4  ,  73%    ,    18  ,  50%    ," 7,258"
Norman Lear: Just Another Version of You, NR, Federico Veiroj,   80 minutes    , Ferdyduke Films  ,  78%    ,    43  ,  34%    , 92
Who's Driving Doug, NR," Heidi Ewing,  Rachel Grady",   91 minutes    , Loki Films  ,  86%    ,    5  ,  66%    , 490
Sky Ladder: The Art of Cai Guo-Qiang, NR, David Michael Conley,   99 minutes    , Katz Agency  ,  20%    ,    24  ,  46%    , 87
Nerve, NR, Kevin Macdonald,   76 minutes    , Netflix  ,  100%    ,    136  ,  84%    , 286
Papa: Hemingway in Cuba," PG-13 (for thematic material involving dangerous and risky behavior, some sexual content, language, drug content, drinking and nudity - all involving teens)"," Ariel Schulman,  Henry Joost",   96 minutes    , Keep Your Head  ,  67%    ,    43  ,  66%    ," 24,395"
We The People: The Market Basket Effect," R (for language, sexuality, some vioelnce and nudity)", Bob Yari,   109 minutes    , Yari Film Group  ,  12%    ,    9  ,  54%    ," 1,257"
"Fear, Inc.", NR, Tommy Reid,   90 minutes    , Hammer Productions  ,  78%    ,    12  ,  53%    , 98
Jack Goes Home," R (for bloody horror vioelence, language throughout and some drug use)", Luke Barnett,   90 minutes    , Lone Suspect  ,  50%    ,    11  ,  38%    , 241
Mr. Church," R (for disturbing violent and sexual content, language throughout, and drug use)", Thomas Dekker,   100 minutes    , Yale Productions  ,  18%    ,    33  ,  29%    , 174
Hillary's America: The Secret History of the Democratic Party, PG-13, Bruce Beresford,   104 minutes    , Envision Media Arts  ,  24%    ,    28  ,  80%    ," 4,626"
Front Cover," PG-13 (for some violence, thematic elements and smoking)"," Dinesh D'Souza,  Bruce Schooley",   100 minutes    , D'Sousa Media Corporation  ,  4%    ,    11  ,  80%    ," 13,780"
Spaceman, NR, Ray Yeung,   87 minutes    , NewVoice Production  ,  82%    ,    8  ,  50%    , 254
Autumn Lights, R (for drug use and language throughout), Brett Rapkin,   90 minutes    , Podium Pictures  ,  0%    ,    7  ,  40%    , 167
Ovation!, NR, Angad Aulakh,   98 minutes    , Last Carnival  ,  14%    ,    7  ,  83%    , 193
Justin Timberlake + The Tennessee Kids, NR, Nick Jongerius,   85 minutes    , Pellicola Films  ,  55%    ,    14  ,  23%    , 290
Warcraft, NR, Jonathan Demme,   90 minutes    , Netflix  ,  100%    ,    229  ,  78%    , 11
Cell, PG-13 (for extended sequences of intense fantasy violence), Duncan Jones,   100 minutes    , Universal Pictures  ,  28%    ,    54  ,  76%    ," 31,522"
X-Men: Apocalypse," R (for disturbing violent content, terror, brief sexuality and language)", Tod Williams,   98 minutes    , Saban Films  ,  11%    ,    337  ,  17%    ," 3,799"
The President," PG-13 (for sequences of violence, action and destruction, brief strong language and some suggestive images)", Bryan Singer,   136 minutes    , 20th Century Fox  ,  47%    ,    25  ,  65%    ," 127,572"
The Infiltrator, PG-13, Mohsen Makhmalbaf,   118 minutes    , Corinth Films  ,  84%    ,    179  ,  68%    , 585
Mike and Dave Need Wedding Dates," R (for strong violence, language throughout, some sexual content and drug material)", Brad Furman,   127 minutes    , Broad Green Pictures  ,  72%    ,    168  ,  71%    ," 19,046"
The Purge: Election Year," R (for crude sexual content, language throughout, drug use and some graphic nudity)", Jake Szymanski,   98 minutes    , 20th Century Fox  ,  37%    ,    158  ,  51%    ," 28,102"
The Siege of Jadotville, R (for disturbing bloody violence and strong language), James DeMonaco,   105 minutes    , Universal Pictures  ,  56%    ,    11  ,  48%    ," 38,281"
